userid,tittle,grade
283,"黑米",0
75,"黑米",3
231,"黑米",0
204,"黑米",3
166,"单层汉堡(夹肉饼，加调料酱和蔬菜)",3
280,"单层汉堡(夹肉饼，加调料酱和蔬菜)",4
55,"单层汉堡(夹肉饼，加调料酱和蔬菜)",5
46,"单层汉堡(夹肉饼，加调料酱和蔬菜)",1
75,"单层汉堡(夹肉饼，加调料酱和蔬菜)",5
295,"麦当劳 麦辣鸡腿汉堡",1
40,"麦当劳 麦辣鸡腿汉堡",0
195,"麦当劳 麦辣鸡腿汉堡",2
147,"小米",1
18,"小米",1
229,"小米",3
164,"小米",2
53,"小米",0
68,"小米",5
253,"小米",0
80,"小米",0
29,"小米",2
146,"小米",0
3,"小米",3
205,"小米",5
170,"小米",3
172,"小米",4
159,"小米",0
24,"小米",3
247,"小米",4
151,"小米",0
122,"小米",1
281,"小米",5
216,"小米",5
106,"小米",0
107,"小米",1
140,"小米",0
84,"小米",3
100,"小米",4
290,"小米",1
291,"小米",0
254,"小米",1
16,"小米",3
82,"小米",0
212,"小米",5
173,"小米",5
250,"小米",0
67,"小米",0
75,"小米",3
115,"小米",5
294,"小米",2
256,"小米",3
35,"小米",4
131,"小米",4
195,"小米",3
191,"小米",3
204,"小米",2
76,"小米",2
177,"小米",5
175,"烙饼",3
140,"烙饼",0
108,"烙饼",2
213,"烙饼",5
137,"烙饼",4
31,"烙饼",1
9,"烙饼",0
27,"烙饼",4
69,"烙饼",0
232,"烙饼",1
287,"烙饼",0
273,"烙饼",2
178,"烙饼",2
270,"挂面",5
92,"挂面",1
120,"挂面",3
246,"挂面",1
264,"挂面",5
164,"挂面",3
124,"挂面",2
125,"挂面",4
134,"挂面",3
40,"挂面",3
187,"挂面",1
216,"挂面",0
169,"挂面",3
113,"挂面",5
127,"挂面",1
194,"挂面",2
189,"挂面",5
200,"挂面",4
15,"挂面",3
132,"挂面",5
171,"挂面",2
107,"挂面",2
84,"挂面",4
49,"挂面",5
271,"挂面",1
156,"挂面",4
166,"挂面",2
203,"挂面",3
262,"曼可顿 全麦高纤维面包",4
135,"曼可顿 全麦高纤维面包",0
248,"曼可顿 全麦高纤维面包",2
231,"曼可顿 全麦高纤维面包",1
258,"曼可顿 全麦高纤维面包",5
276,"曼可顿 全麦高纤维面包",5
275,"曼可顿 全麦高纤维面包",4
39,"曼可顿 全麦高纤维面包",3
113,"麦当劳 那么大鸡排",0
219,"麦当劳 那么大鸡排",4
285,"麦当劳 那么大鸡排",4
183,"麦当劳 那么大鸡排",4
109,"麦当劳 那么大鸡排",5
156,"麦当劳 那么大鸡排",4
136,"麦当劳 那么大鸡排",0
176,"麦当劳 那么大鸡排",0
54,"麦当劳 那么大鸡排",1
167,"麦当劳 那么大鸡排",3
30,"麦当劳 那么大鸡排",4
160,"麦当劳 那么大鸡排",3
157,"麦当劳 那么大鸡排",5
199,"麦当劳 那么大鸡排",2
237,"麦当劳 那么大鸡排",3
104,"麦当劳 那么大鸡排",3
5,"麦当劳 那么大鸡排",2
34,"麦当劳 那么大鸡排",5
187,"麦当劳 那么大鸡排",4
217,"麦当劳 那么大鸡排",5
96,"麦当劳 那么大鸡排",1
255,"麦当劳 那么大鸡排",4
3,"麦当劳 那么大鸡排",3
168,"麦当劳 那么大鸡排",1
73,"麦当劳 那么大鸡排",4
22,"麦当劳 原味板烧鸡腿堡",3
172,"麦当劳 原味板烧鸡腿堡",3
253,"麦当劳 原味板烧鸡腿堡",4
103,"麦当劳 原味板烧鸡腿堡",1
43,"麦当劳 原味板烧鸡腿堡",4
69,"麦当劳 原味板烧鸡腿堡",0
187,"麦当劳 原味板烧鸡腿堡",4
104,"麦当劳 原味板烧鸡腿堡",3
48,"麦当劳 原味板烧鸡腿堡",5
115,"麦当劳 原味板烧鸡腿堡",5
68,"麦当劳 原味板烧鸡腿堡",0
151,"麦当劳 原味板烧鸡腿堡",4
190,"麦当劳 原味板烧鸡腿堡",1
191,"麦当劳 原味板烧鸡腿堡",4
42,"麦当劳 原味板烧鸡腿堡",5
182,"麦当劳 原味板烧鸡腿堡",4
121,"麦当劳 原味板烧鸡腿堡",0
233,"麦当劳 原味板烧鸡腿堡",1
107,"麦当劳 原味板烧鸡腿堡",3
214,"麦当劳 原味板烧鸡腿堡",5
110,"麦当劳 原味板烧鸡腿堡",2
19,"麦当劳 原味板烧鸡腿堡",4
20,"麦当劳 原味板烧鸡腿堡",2
47,"藜麦",0
36,"藜麦",1
10,"藜麦",3
145,"藜麦",5
58,"藜麦",4
194,"藜麦",1
143,"藜麦",2
27,"藜麦",2
261,"藜麦",5
12,"藜麦",0
207,"藜麦",1
195,"藜麦",3
215,"藜麦",1
104,"藜麦",2
242,"藜麦",3
172,"藜麦",2
227,"藜麦",0
84,"藜麦",1
216,"藜麦",1
181,"藜麦",2
220,"藜麦",5
15,"藜麦",0
288,"藜麦",0
37,"藜麦",5
282,"藜麦",0
168,"藜麦",3
116,"藜麦",1
92,"藜麦",3
278,"藜麦",0
44,"藜麦",3
208,"藜麦",4
244,"藜麦",5
188,"藜麦",1
109,"藜麦",1
131,"藜麦",5
42,"藜麦",3
253,"藜麦",4
72,"藜麦",3
138,"藜麦",0
61,"藜麦",1
140,"藜麦",3
21,"藜麦",1
212,"藜麦",1
86,"藜麦",4
52,"藜麦",2
251,"藜麦",3
17,"藜麦",2
74,"藜麦",3
3,"魔芋丝-关东煮",4
95,"魔芋丝-关东煮",4
47,"魔芋丝-关东煮",1
154,"魔芋丝-关东煮",2
286,"魔芋丝-关东煮",0
292,"魔芋丝-关东煮",3
48,"魔芋丝-关东煮",5
127,"魔芋丝-关东煮",5
144,"魔芋丝-关东煮",1
145,"魔芋丝-关东煮",1
49,"魔芋丝-关东煮",1
89,"魔芋丝-关东煮",4
174,"魔芋丝-关东煮",4
130,"魔芋丝-关东煮",5
129,"魔芋丝-关东煮",1
5,"魔芋丝-关东煮",0
142,"魔芋丝-关东煮",0
85,"魔芋丝-关东煮",4
277,"魔芋丝-关东煮",4
125,"黑芝麻汤圆",2
275,"黑芝麻汤圆",5
273,"黑芝麻汤圆",0
16,"黑芝麻汤圆",4
131,"黑芝麻汤圆",2
262,"黑芝麻汤圆",5
34,"黑芝麻汤圆",3
113,"黑芝麻汤圆",1
87,"黑芝麻汤圆",5
67,"黑芝麻汤圆",5
264,"黑芝麻汤圆",3
296,"黑芝麻汤圆",4
13,"黑芝麻汤圆",2
75,"黑芝麻汤圆",3
274,"黑芝麻汤圆",3
64,"黑芝麻汤圆",1
137,"黑芝麻汤圆",4
176,"黑芝麻汤圆",0
261,"黑芝麻汤圆",3
61,"黑芝麻汤圆",2
243,"黑芝麻汤圆",1
94,"黑芝麻汤圆",4
126,"黑芝麻汤圆",1
185,"黑芝麻汤圆",1
193,"黑芝麻汤圆",2
174,"黑芝麻汤圆",4
169,"黑芝麻汤圆",4
164,"黑芝麻汤圆",4
200,"黑芝麻汤圆",5
251,"黑芝麻汤圆",4
32,"黑芝麻汤圆",0
95,"黑芝麻汤圆",5
124,"黑芝麻汤圆",1
110,"黑芝麻汤圆",2
129,"黑芝麻汤圆",3
260,"黑芝麻汤圆",0
167,"黑芝麻汤圆",3
147,"黑芝麻汤圆",0
82,"黑芝麻汤圆",2
128,"黑芝麻汤圆",3
71,"鹰嘴豆(熟)",0
121,"鹰嘴豆(熟)",1
92,"鹰嘴豆(熟)",1
288,"鹰嘴豆(熟)",2
45,"鹰嘴豆(熟)",3
142,"鹰嘴豆(熟)",2
91,"鹰嘴豆(熟)",2
6,"鹰嘴豆(熟)",0
178,"鹰嘴豆(熟)",3
20,"鹰嘴豆(熟)",5
182,"鹰嘴豆(熟)",4
74,"鹰嘴豆(熟)",2
138,"鹰嘴豆(熟)",0
297,"鹰嘴豆(熟)",1
62,"鹰嘴豆(熟)",3
144,"鹰嘴豆(熟)",5
168,"鹰嘴豆(熟)",4
52,"鹰嘴豆(熟)",3
269,"鹰嘴豆(熟)",5
183,"鹰嘴豆(熟)",5
111,"鹰嘴豆(熟)",3
27,"鹰嘴豆(熟)",1
112,"鹰嘴豆(熟)",4
8,"鹰嘴豆(熟)",2
136,"鹰嘴豆(熟)",4
185,"鹰嘴豆(熟)",2
46,"鹰嘴豆(熟)",2
132,"鹰嘴豆(熟)",2
257,"鹰嘴豆(熟)",1
250,"鹰嘴豆(熟)",3
175,"鹰嘴豆(熟)",4
85,"鹰嘴豆(熟)",3
9,"鹰嘴豆(熟)",3
88,"鹰嘴豆(熟)",1
35,"鹰嘴豆(熟)",1
212,"鹰嘴豆(熟)",4
104,"鹰嘴豆(熟)",1
258,"鹰嘴豆(熟)",2
226,"鹰嘴豆(熟)",2
162,"鹰嘴豆(熟)",1
227,"鹰嘴豆(熟)",5
270,"鹰嘴豆(熟)",5
120,"世壮 即食燕麦保健片",2
298,"世壮 即食燕麦保健片",3
157,"世壮 即食燕麦保健片",1
233,"世壮 即食燕麦保健片",1
251,"黑玉米",0
18,"黑玉米",1
86,"黑玉米",0
198,"黑玉米",0
244,"黑玉米",0
210,"黑玉米",4
95,"黑玉米",0
287,"黑玉米",0
197,"黑玉米",5
71,"黑玉米",1
92,"黑玉米",2
278,"拉面",2
163,"拉面",0
96,"拉面",4
295,"拉面",3
1,"拉面",0
73,"拉面",2
36,"拉面",0
110,"拉面",2
231,"拉面",3
118,"拉面",3
221,"拉面",5
42,"拉面",3
29,"拉面",1
76,"拉面",5
252,"拉面",1
197,"拉面",1
135,"拉面",1
189,"拉面",5
299,"拉面",5
160,"拉面",1
145,"拉面",2
4,"拉面",3
274,"拉面",3
26,"拉面",4
284,"拉面",4
99,"拉面",4
12,"拉面",0
172,"拉面",5
49,"拉面",5
245,"拉面",0
43,"拉面",4
254,"拉面",4
170,"拉面",5
265,"麦田村 牌 荞麦面",2
277,"麦田村 牌 荞麦面",5
231,"麦田村 牌 荞麦面",0
1,"麦田村 牌 荞麦面",2
159,"麦田村 牌 荞麦面",1
268,"麦田村 牌 荞麦面",4
111,"麦田村 牌 荞麦面",2
165,"麦田村 牌 荞麦面",0
292,"麦田村 牌 荞麦面",5
66,"麦田村 牌 荞麦面",4
15,"麦田村 牌 荞麦面",3
9,"麦田村 牌 荞麦面",4
145,"麦田村 牌 荞麦面",2
267,"麦田村 牌 荞麦面",0
254,"麦田村 牌 荞麦面",3
278,"麦田村 牌 荞麦面",3
169,"麦田村 牌 荞麦面",1
194,"麦田村 牌 荞麦面",2
135,"麦田村 牌 荞麦面",5
216,"麦田村 牌 荞麦面",2
63,"麦田村 牌 荞麦面",0
32,"麦田村 牌 荞麦面",4
122,"麦田村 牌 荞麦面",2
69,"麦田村 牌 荞麦面",0
48,"麦田村 牌 荞麦面",0
113,"麦田村 牌 荞麦面",1
148,"麦田村 牌 荞麦面",1
146,"麦田村 牌 荞麦面",5
54,"麦田村 牌 荞麦面",5
244,"黄油面包",5
87,"黄油面包",1
237,"黄油面包",0
231,"黄油面包",3
98,"黄油面包",1
228,"黄油面包",2
56,"黄油面包",4
235,"黄油面包",0
32,"黄油面包",3
67,"黄油面包",4
243,"黄油面包",1
39,"黄油面包",0
112,"黄油面包",2
36,"黄油面包",4
192,"黄油面包",5
239,"黄油面包",0
9,"黄油面包",5
173,"黄油面包",5
72,"黄油面包",5
73,"黄油面包",2
103,"黄油面包",4
198,"黄油面包",2
283,"黄油面包",5
199,"黄油面包",4
57,"黄油面包",5
250,"黄油面包",1
62,"黄油面包",2
185,"黄油面包",2
35,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",2
226,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",3
280,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",0
46,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",4
218,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",5
122,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",2
289,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",4
138,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",3
230,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",0
185,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",5
25,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",1
34,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",3
45,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",1
62,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",3
15,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",3
110,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",0
104,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",5
250,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",5
259,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",2
175,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",2
21,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",2
178,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",5
19,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",2
131,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",5
148,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",3
144,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",3
60,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",1
12,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",1
99,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",1
152,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",2
176,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",5
281,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",1
58,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",5
79,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",2
252,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",3
129,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",4
98,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",0
183,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",3
151,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",0
119,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",5
207,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",2
69,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",1
134,"红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)",5
160,"早早麦 水果燕麦片(苹果葡萄口味)",1
80,"早早麦 水果燕麦片(苹果葡萄口味)",0
285,"早早麦 水果燕麦片(苹果葡萄口味)",3
249,"早早麦 水果燕麦片(苹果葡萄口味)",1
123,"早早麦 水果燕麦片(苹果葡萄口味)",2
265,"早早麦 水果燕麦片(苹果葡萄口味)",5
159,"早早麦 水果燕麦片(苹果葡萄口味)",2
169,"早早麦 水果燕麦片(苹果葡萄口味)",0
45,"早早麦 水果燕麦片(苹果葡萄口味)",4
13,"早早麦 水果燕麦片(苹果葡萄口味)",5
295,"早早麦 水果燕麦片(苹果葡萄口味)",0
63,"早早麦 水果燕麦片(苹果葡萄口味)",0
65,"早早麦 水果燕麦片(苹果葡萄口味)",5
96,"早早麦 水果燕麦片(苹果葡萄口味)",5
292,"早早麦 水果燕麦片(苹果葡萄口味)",1
3,"早早麦 水果燕麦片(苹果葡萄口味)",2
114,"早早麦 水果燕麦片(苹果葡萄口味)",5
178,"早早麦 水果燕麦片(苹果葡萄口味)",3
190,"早早麦 水果燕麦片(苹果葡萄口味)",0
203,"早早麦 水果燕麦片(苹果葡萄口味)",4
33,"早早麦 水果燕麦片(苹果葡萄口味)",3
133,"早早麦 水果燕麦片(苹果葡萄口味)",0
200,"早早麦 水果燕麦片(苹果葡萄口味)",0
155,"早早麦 水果燕麦片(苹果葡萄口味)",5
14,"早早麦 水果燕麦片(苹果葡萄口味)",3
165,"早早麦 水果燕麦片(苹果葡萄口味)",1
245,"早早麦 水果燕麦片(苹果葡萄口味)",1
218,"早早麦 水果燕麦片(苹果葡萄口味)",5
254,"早早麦 水果燕麦片(苹果葡萄口味)",2
281,"早早麦 水果燕麦片(苹果葡萄口味)",0
130,"早早麦 水果燕麦片(苹果葡萄口味)",3
184,"早早麦 水果燕麦片(苹果葡萄口味)",3
144,"早早麦 水果燕麦片(苹果葡萄口味)",2
12,"早早麦 水果燕麦片(苹果葡萄口味)",2
55,"早早麦 水果燕麦片(苹果葡萄口味)",3
93,"早早麦 水果燕麦片(苹果葡萄口味)",4
89,"早早麦 水果燕麦片(苹果葡萄口味)",4
8,"早早麦 水果燕麦片(苹果葡萄口味)",0
157,"早早麦 水果燕麦片(苹果葡萄口味)",4
182,"超级 麦片不加蔗糖麦片",2
72,"超级 麦片不加蔗糖麦片",5
229,"超级 麦片不加蔗糖麦片",5
240,"超级 麦片不加蔗糖麦片",5
185,"超级 麦片不加蔗糖麦片",2
1,"超级 麦片不加蔗糖麦片",0
176,"超级 麦片不加蔗糖麦片",1
270,"超级 麦片不加蔗糖麦片",4
12,"超级 麦片不加蔗糖麦片",3
5,"超级 麦片不加蔗糖麦片",5
149,"超级 麦片不加蔗糖麦片",0
195,"超级 麦片不加蔗糖麦片",1
266,"超级 麦片不加蔗糖麦片",3
46,"超级 麦片不加蔗糖麦片",0
172,"超级 麦片不加蔗糖麦片",3
273,"超级 麦片不加蔗糖麦片",5
56,"超级 麦片不加蔗糖麦片",2
25,"超级 麦片不加蔗糖麦片",1
52,"超级 麦片不加蔗糖麦片",4
212,"超级 麦片不加蔗糖麦片",3
34,"超级 麦片不加蔗糖麦片",0
29,"超级 麦片不加蔗糖麦片",0
213,"超级 麦片不加蔗糖麦片",0
74,"超级 麦片不加蔗糖麦片",1
21,"超级 麦片不加蔗糖麦片",1
292,"超级 麦片不加蔗糖麦片",2
137,"超级 麦片不加蔗糖麦片",4
62,"超级 麦片不加蔗糖麦片",2
89,"超级 麦片不加蔗糖麦片",1
108,"超级 麦片不加蔗糖麦片",5
127,"超级 麦片不加蔗糖麦片",4
126,"超级 麦片不加蔗糖麦片",1
39,"超级 麦片不加蔗糖麦片",2
75,"超级 麦片不加蔗糖麦片",1
232,"超级 麦片不加蔗糖麦片",4
237,"超级 麦片不加蔗糖麦片",0
107,"超级 麦片不加蔗糖麦片",3
80,"超级 麦片不加蔗糖麦片",4
2,"超级 麦片不加蔗糖麦片",5
178,"超级 麦片不加蔗糖麦片",0
223,"超级 麦片不加蔗糖麦片",1
260,"超级 麦片不加蔗糖麦片",0
97,"超级 麦片不加蔗糖麦片",5
154,"超级 麦片不加蔗糖麦片",5
106,"超级 麦片不加蔗糖麦片",3
227,"Gardenia 全麦面包",1
200,"Gardenia 全麦面包",5
265,"Gardenia 全麦面包",3
74,"Gardenia 全麦面包",4
50,"Gardenia 全麦面包",0
52,"Gardenia 全麦面包",5
91,"Gardenia 全麦面包",5
92,"Gardenia 全麦面包",1
209,"Gardenia 全麦面包",1
127,"Gardenia 全麦面包",5
84,"Gardenia 全麦面包",1
268,"Gardenia 全麦面包",4
140,"Gardenia 全麦面包",4
12,"Gardenia 全麦面包",0
288,"Gardenia 全麦面包",0
49,"Gardenia 全麦面包",1
247,"Gardenia 全麦面包",2
59,"Gardenia 全麦面包",5
281,"Gardenia 全麦面包",2
266,"Gardenia 全麦面包",1
254,"Gardenia 全麦面包",5
102,"Gardenia 全麦面包",2
242,"Gardenia 全麦面包",1
44,"Gardenia 全麦面包",2
122,"Gardenia 全麦面包",5
104,"Gardenia 全麦面包",5
210,"Gardenia 全麦面包",1
245,"Gardenia 全麦面包",4
137,"Gardenia 全麦面包",3
80,"Gardenia 全麦面包",0
147,"Gardenia 全麦面包",4
163,"Gardenia 全麦面包",2
26,"Gardenia 全麦面包",1
8,"Naturegut 纯生物全麦面粉",4
89,"Naturegut 纯生物全麦面粉",1
267,"Naturegut 纯生物全麦面粉",1
175,"Naturegut 纯生物全麦面粉",3
293,"Naturegut 纯生物全麦面粉",5
205,"Naturegut 纯生物全麦面粉",5
185,"Naturegut 纯生物全麦面粉",0
233,"Naturegut 纯生物全麦面粉",5
171,"Naturegut 纯生物全麦面粉",2
96,"Naturegut 纯生物全麦面粉",2
51,"Naturegut 纯生物全麦面粉",5
2,"Naturegut 纯生物全麦面粉",5
118,"Naturegut 纯生物全麦面粉",1
32,"Naturegut 纯生物全麦面粉",2
252,"Naturegut 纯生物全麦面粉",4
194,"Naturegut 纯生物全麦面粉",0
296,"Naturegut 纯生物全麦面粉",4
38,"Naturegut 纯生物全麦面粉",5
100,"Naturegut 纯生物全麦面粉",1
212,"Naturegut 纯生物全麦面粉",5
91,"Naturegut 纯生物全麦面粉",1
22,"Naturegut 纯生物全麦面粉",3
49,"Naturegut 纯生物全麦面粉",2
111,"Naturegut 纯生物全麦面粉",2
221,"Naturegut 纯生物全麦面粉",3
9,"小麦粉(富强粉，特一粉)",4
206,"小麦粉(富强粉，特一粉)",1
256,"小麦粉(富强粉，特一粉)",2
232,"小麦粉(富强粉，特一粉)",4
38,"小麦粉(富强粉，特一粉)",2
14,"小麦粉(富强粉，特一粉)",1
141,"小麦粉(富强粉，特一粉)",1
255,"小麦粉(富强粉，特一粉)",2
166,"小麦粉(富强粉，特一粉)",0
67,"小麦粉(富强粉，特一粉)",4
143,"小麦粉(富强粉，特一粉)",2
56,"小麦粉(富强粉，特一粉)",5
95,"小麦粉(富强粉，特一粉)",3
15,"小麦粉(富强粉，特一粉)",1
61,"小麦粉(富强粉，特一粉)",4
44,"小麦粉(富强粉，特一粉)",0
224,"小麦粉(富强粉，特一粉)",3
120,"小麦粉(富强粉，特一粉)",0
68,"小麦粉(富强粉，特一粉)",5
215,"小麦粉(富强粉，特一粉)",3
278,"小麦粉(富强粉，特一粉)",0
195,"小麦粉(富强粉，特一粉)",1
135,"小麦粉(富强粉，特一粉)",4
100,"小麦粉(富强粉，特一粉)",5
41,"小麦粉(富强粉，特一粉)",4
84,"小麦粉(富强粉，特一粉)",2
129,"小麦粉(富强粉，特一粉)",5
234,"小麦粉(富强粉，特一粉)",1
42,"小麦粉(富强粉，特一粉)",2
153,"小麦粉(富强粉，特一粉)",1
243,"小麦粉(富强粉，特一粉)",4
239,"小麦粉(富强粉，特一粉)",0
259,"小麦粉(富强粉，特一粉)",1
69,"Gilgen 法式长面包",0
205,"Gilgen 法式长面包",0
266,"Gilgen 法式长面包",4
65,"Gilgen 法式长面包",0
90,"Gilgen 法式长面包",3
176,"Gilgen 法式长面包",5
209,"Gilgen 法式长面包",3
240,"Gilgen 法式长面包",0
61,"Gilgen 法式长面包",0
130,"Gilgen 法式长面包",0
236,"Gilgen 法式长面包",0
265,"Gilgen 法式长面包",1
250,"Gilgen 法式长面包",5
210,"Gilgen 法式长面包",5
82,"Gilgen 法式长面包",3
154,"Gilgen 法式长面包",2
174,"Gilgen 法式长面包",0
252,"Gilgen 法式长面包",5
134,"Gilgen 法式长面包",2
75,"Gilgen 法式长面包",4
20,"Gilgen 法式长面包",1
216,"Gilgen 法式长面包",3
